ztfname,ra,dec
ZTF20aawmkxv,202.867613,25.2031204
ZTF23aajenxf,202.9005269,4.9225709
ZTF21aaabwfl,202.9704791,28.225072
ZTF18aazxthg,202.9806971,23.2832149
ZTF21aalnxkl,202.9812241,-2.4515423
ZTF18acnbgrb,202.983826,44.1394123
ZTF19aaxqsbn,203.0262974,80.1630032
ZTF22aaafedw,203.0284836,31.5629798
ZTF21aagyxgr,203.0298597,-22.9547697
ZTF19aanhlzi,203.0348544,10.4382149
ZTF20abfemvr,203.0690303,29.8463127
ZTF20aatzfin,203.075187,67.0069667
ZTF19acvdzfq,203.0766005,7.9404246
ZTF22aafnqfz,203.0783921,40.6736558
ZTF20aagnbpw,203.1054273,38.3610453
ZTF18aahkoqq,203.1788678,32.44313
ZTF21abnabtv,203.1788797,32.4431867
ZTF19aayslow,203.227065,32.1024728
ZTF21aaplfah,203.2476392,32.6095846
ZTF21abhuqpe,203.2762887,32.5918156
ZTF23aaiuadl,203.3032005,-16.1406208
ZTF21abhvexz,203.3258058,37.9366848
ZTF19aavbkqk,203.3316371,41.2154101
ZTF23aaieqvr,203.34343,44.3375959
ZTF22aaputwp,203.3970335,1.090373
ZTF19aazpvyr,203.5228451,-18.582015
ZTF18acqsztr,203.6747926,8.1426287
ZTF22aanzset,203.6868255,33.8897804
ZTF20aazhzen,203.70363685,28.40247545
ZTF22aaecoej,203.7542904,-8.0634389
ZTF22aabwcaq,203.7643831,0.5868541
ZTF18aakecej,203.7733129,53.8751608
ZTF23aalklzg,203.7739376,-20.2447528
ZTF23aadqalu,203.7745433,-15.8674113
ZTF21aarzgql,203.8321228,-14.5544283
ZTF20acpilio,203.8481608,28.9593665
ZTF22aaowkts,203.8619592,56.4066611
ZTF20aaqhtcd,203.8913988,43.6033204
ZTF23aahqrsd,203.9756636,54.2633855
ZTF23aajahua,203.9776481,46.8281521
ZTF23aadyoyu,203.9915358,33.4714188
ZTF21aaaoviv,204.004755,22.6464634
ZTF18aaqkcso,204.0543451,38.3550231
ZTF20acweyro,204.1242125,-16.6467575
ZTF22aaqzqzk,204.2161999,43.0450494
ZTF20aafsnpp,204.3368518,61.9860659
ZTF23aamamlv,204.3635954,63.0282623
ZTF20aarasxl,204.372458,4.1047373
ZTF21aaydwzt,204.4480766,1.3292796
ZTF18acnbgpw,204.4535498,41.3644518
ZTF19abafrvy,204.5733354,3.3960679
ZTF19aajwvmk,204.584105,-6.2528424
ZTF22abtkkgo,204.608161,24.7466746
ZTF22aajvkrd,204.6114416,58.5527725
ZTF23aandrpy,204.6152532,17.6593978
ZTF20abfybms,204.6761939,24.0093218
ZTF18aavnvmp,204.6969589,30.9596211
ZTF20aadcitq,204.810688,38.9961386
ZTF18acqpqph,204.8337026,34.6888031
ZTF20acuoxrx,204.8853478,29.9979644
ZTF23aaiytpy,204.8872757,29.9975717
ZTF19aantarc,204.9589934,20.2998852
ZTF20aarbget,204.9877579,0.8280744
ZTF21aawyyha,204.9905368,67.5679297
ZTF21abedvkp,205.0177235,47.4400091
ZTF22aaajhkj,205.0201246,14.4214778
ZTF21aaxsofj,205.0245093,29.4476659
ZTF20aamzxiu,205.1942674,40.0578733
ZTF21aazqtor,205.266477,-25.6025402
ZTF18abcicrq,205.2831623,28.886511
ZTF21abhymom,205.3422602,1.9845802
ZTF22aaogkzb,205.4382899,-25.7934031
ZTF22aaecenq,205.4603395,-17.6042665
ZTF23aakyoji,205.5372911,0.870832
ZTF22aabbfre,205.5467976,49.9583608
ZTF18acbwglw,205.6271893,76.1375922
ZTF22aaoiddx,205.6478594,30.1909401
ZTF20aahqabk,205.6822297,0.7664417
ZTF21abjbrrj,205.7481875,45.4093689
ZTF22aakanzk,205.8032331,48.386314
ZTF21abdfdwi,205.820733,18.4474504
ZTF21aarhzdh,205.8780453,9.6234464
ZTF18aaajrso,205.9994134,30.93363395
ZTF22aaeaktc,206.0057584,28.3955085
ZTF22aagnmzm,206.0058192,28.3954686
ZTF19aayogzn,206.0375246,42.669116
ZTF18acrdwag,206.0921015,14.3259032
ZTF19aalahqe,206.2167716,-18.3130885
ZTF21aaxtdrs,206.2201504,-7.1170775
ZTF23aadjwkw,206.2717436,55.2857098
ZTF23aadbtou,206.2754749,3.8036756
ZTF21aapjqdl,206.2889645,-10.6008995
ZTF18aaqedfj,206.3550467,26.4242457
ZTF23aajeped,206.3733403,1.6429316
ZTF22aajnffd,206.3747019,25.63343
ZTF18acqpobb,206.4910372,28.795894
ZTF22aatwwfb,206.5263676,18.0088221
ZTF23aaeogik,206.5431913,70.3328312
ZTF18acwyqeg,206.5803781,14.1811125
ZTF18aajnuef,206.6470685,29.1100533
ZTF18actuhrs,206.6633164,-9.6434134
ZTF19aanhlxe,206.6643945,23.3994425
ZTF21aahfizt,206.6823891,-27.4412245
ZTF18ablqhqx,206.727451,32.4428522
ZTF18aavrwhu,206.7352235,43.1372774
ZTF21aaabvjk,206.7945818,34.0891756
ZTF22aaoelug,206.8317205,21.8329765
ZTF23aajfqti,206.8435891,26.384677
ZTF21aatkdcw,206.9099355,15.5212989
ZTF20aacciep,206.9260907,-14.8585156
ZTF22aabwrov,206.9525612,23.3669576
ZTF18acwyowc,206.9528211,35.0588211
ZTF21aagycrc,206.9551559,26.4001201
ZTF21abdbodg,206.9949413,-13.7825415
ZTF23aacdiao,206.9967687,47.4064001
ZTF20abisrhp,207.0119639,32.0727231
ZTF20aammgop,207.0254956,-13.8214936
ZTF20acwetyh,207.0320864,46.1106457
ZTF19aaozpew,207.0374056,30.8317142
ZTF18aaksugk,207.0949537,14.8794842
ZTF23aaeyqoa,207.1017364,-21.5307538
ZTF18aauvmnq,207.1980819,26.5520746
ZTF21abjtncs,207.3307589,-10.287843
ZTF23aahfzhm,207.348988,35.0150785
ZTF18aahhenr,207.3631573,26.462086
ZTF18aahhffw,207.36318755,26.46209995
ZTF23aaakutq,207.3894336,56.0508542
ZTF18acutfne,207.4072287,-6.1061875
ZTF18abathhi,207.4150636,47.8190663
ZTF23aaayzbm,207.4633181,-13.2039391
ZTF22aahebcu,207.5645907,57.8005348
ZTF22aaajife,207.7170894,8.7829191
ZTF23aajjddh,207.777088,0.4641205
ZTF18acryfsy,207.8931524,-5.8904057
ZTF22aaddsxu,207.8953022,29.851841
ZTF19aajwhse,207.9023721,-8.8400777
ZTF18aaqqoqs,207.970309,47.2569668
ZTF21aajvtsq,208.0102293,41.050069
ZTF20actocyw,208.0688798,2.1071692
ZTF18abuatfp,208.0800747,55.6412085
ZTF22aabwxnp,208.0931415,44.7317659
ZTF19aamhhyo,208.1600879,33.0854347
ZTF22aaphemj,208.1613281,46.348982
ZTF22aaacwup,208.1734899,59.1578053
ASASSN-22aj,208.17389166666663,59.158319444444444
ZTF22aakrnjw,208.1823516,59.2785039
ZTF19acvdyyn,208.2306689,3.0289003
ZTF18ablqdrj,208.2414797,5.2898181
ZTF23aamqtel,208.2602193,16.8197372
ZTF20aavynba,208.2876971,47.2994828
ZTF23aakbjqx,208.3171393,5.1773376
ZTF20aavhire,208.3673824,7.9095651
ZTF19aatlmbo,208.3713992,40.2754205
ZTF21aaoexjt,208.3957933,27.0809203
ZTF23aaldvnc,208.4738197,18.5936015
ZTF20acxsxac,208.5222073,33.5826641
ZTF19aaozplq,208.5502121,41.975639
ZTF22aaiisww,208.5627222,54.2893856
ZTF20aanvliy,208.5657116,1.829238
ZTF18aasesgl,208.6126373,39.7227582
ZTF23aacggrh,208.6366255,28.454537
ZTF18abatffv,208.6391336,40.16996345
ZTF18abetejo,208.6438462,42.7745314
ZTF21aaheulr,208.7013474,-15.6374703
ZTF21aadrtqz,208.7037236,-13.6086427
ZTF22aaoelte,208.7083467,20.6008754
ZTF21aaabucr,208.7771096,54.3047766
ZTF21abidikc,208.8814194,59.0581344
ZTF22aalyumh,208.9466609,4.1633728
ZTF19abakjao,209.029997,37.5643657
ZTF19abxwhxm,209.0796436,28.5380211
ZTF21aarzalr,209.1010307,46.1810255
ZTF22aahecwj,209.2167666,19.1171538
ZTF20abeolig,209.3032668,22.2811787
ZTF20aauqoim,209.4964517,-12.6203527
ZTF19aadnwvc,209.5142989,20.636237
ZTF22aademuj,209.532037,-4.2978539
ZTF20abefbnz,209.5620272,23.6115311
ZTF21abmzrdz,209.606683,28.1888326
ZTF21abasxdp,209.6761591,43.1250383
ZTF20aaxicpu,209.6766942,43.126417
ZTF23aadpbvm,209.770676,14.6795438
ZTF20aahfnwo,209.7728054,58.2684286
ZTF18aayiahw,209.8083661,28.5407564
ZTF22aaerfpk,209.8202743,27.9094768
ZTF20abpzltz,209.8331458,14.9684744
ZTF22aahndul,209.8500207,16.7390577
ZTF21abdgcxb,209.8713535,35.4228102
ZTF20abgfekk,209.9128551,29.710125
ZTF18aakdyym,210.0158925,61.0856489
ZTF19aamoqxy,210.0181416,5.6917603
ZTF19aanhlzn,210.0296208,16.7026159
ZTF18acusyqo,210.1489365,-7.7351096
ZTF21abfmuun,210.1492831,17.347623
ZTF19aarixue,210.1618535,15.1933473
ZTF22abtowei,210.1804458,20.6062909
ZTF22aaklhfg,210.1898915,31.6237998
ZTF18aarmnnd,210.2185747,47.2325687
ZTF20aaeuxqk,210.2195175,81.8466305
ZTF20aaerxsd,210.2261129,45.4726618
ZTF20abezmku,210.2445943,-11.2350101
ZTF22aabjlih,210.3398611,37.3158276
ZTF20abdxffu,210.3554962,19.5304382
ZTF22abxlqvc,210.3753512,19.9980962
ZTF18acyctqi,210.3840283,31.1527849
ZTF20aaknzba,210.3915773,23.8503189
ZTF21abameyr,210.411361,19.4964608
ZTF22aakquvw,210.5092844,-16.5405371
ZTF22aaajhqk,210.509446,14.6911773
ZTF19aadnxat,210.5832065,59.4201044
ZTF21aagyrvh,210.6848767,25.5575707
ZTF19abdsqmf,210.8204953,-23.5310479
ZTF22aatxwlk,210.821039,26.4662321
ZTF21acrccai,210.8230636,38.5307589
ZTF21abfaohe,210.8482536,-6.0316054
ZTF21aamesud,211.0527255,27.6261856
ZTF22aahefxi,211.067307,26.7853864
ZTF18ablmflp,211.0966439,60.0244383
ZTF23aaijkwo,211.1438684,-10.2346411
ZTF20abeimho,211.2204327,-8.3226905
ZTF20abeolsw,211.2681178,29.5261351
ZTF23aaizjbj,211.2878306,7.8952635
ZTF22aaaokni,211.3091877,-0.4866056
ZTF18acvwchp,211.3844913,55.310257
ZTF21aaigqir,211.5058747,-7.7723284
ZTF22abyopkf,211.6916959,-10.3596975
ZTF21aalxpnl,211.692371,6.371566
ZTF21abexhlq,211.7061343,65.7535623
ZTF22aaaopwu,211.7137724,0.8494894
ZTF22aajidyk,211.7310722,-25.0196005
ZTF18acwzawt,211.7508726,-15.2597257
ZTF19aawhniz,211.8100842,49.0938002
ZTF20aatvdwr,211.8260803,-5.1271299
ZTF19aakiycc,211.83689945,62.7348353
ZTF19aakizps,211.8412696,-1.0923778
ZTF21aaabxln,211.8637008,13.0676676
ZTF22aabfnnw,211.9088509,-9.4140051
ZTF21aahfqch,211.9249103,-20.7406624
ZTF18aasycak,211.9404518,14.4954452
ATLAS22bgx,211.94297083333333,40.04915277777778
ZTF23aaqjumr,211.9926281,5.4868519
ZTF20aavrkxw,212.0472628,64.4056062
ZTF21aapkhsc,212.0534392,-8.8327842
ZTF21aaxubqf,212.1649431,55.5766474
ZTF19aalzmio,212.1853154,29.0505966
ZTF19aanhgqg,212.2048312,35.6141738
ZTF21aaquiwu,212.2296274,54.7151687
ZTF22aauggpa,212.2654776,41.9463051
ZTF20aavfwdo,212.2851992,65.8019983
ZTF23aajiucf,212.3153192,-4.2525373
ZTF20aaifsri,212.3340757,-12.4685316
ZTF21aasbjgq,212.3973731,11.1530796
ZTF20abpqenl,212.4559697,78.6028197
ZTF22aaohpmz,212.468125,55.5790287
ZTF19aavlnjz,212.5106726,4.4297194
ZTF21abkinhh,212.6410259,-0.9883796
ZTF21abiawpf,212.6486239,43.1757207
ZTF19aamhhae,212.6811794,54.6140924
ZTF19aayjsty,212.6859344,-8.204023
ZTF20aadyiaa,212.6921644,32.4757762
ZTF22aapqwas,212.7184745,77.2061817
ZTF23aaikcdx,212.7430997,-27.0616747
ZTF18acvwcig,212.7596312,54.530373
ZTF19aakiznm,212.9346495,0.9813767
ZTF21aazbico,212.9567348,18.0085084
ZTF20aadcaop,213.0369813,-4.1203617
ZTF19aatgznl,213.048435,40.0986266
ZTF22aaafdpd,213.0598309,18.6451986
ZTF23aaeqiyd,213.0671319,12.0255069
ZTF18abdiwpt,213.0760608,62.6430422
ZTF20abkloyg,213.0978266,42.6606212
ZTF19aavhzsc,213.1033926,64.3835847
ZTF20aappcup,213.1140416,-5.8234133
ZTF18adbadqp,213.1744976,18.7260528
ZTF21abctmnb,213.2073718,68.6707268
ZTF19aclijuo,213.2860099,20.415891
ZTF18aauvnhh,213.3437706,22.5783729
ZTF18aaixjrc,213.37928715,43.6217161
ZTF23aajeunk,213.3817569,22.4991902
ZTF23aadbzqx,213.4026603,-5.7303974
ZTF22aaaygaj,213.4091427,50.107976
ATLAS22dol,213.40915833333327,50.10795
ZTF22aaafetg,213.4091672,50.1080171
ZTF22aaogyhz,213.5860878,-19.4229342
ZTF18abdrbok,213.6185881,23.0079918
ZTF19aakozyp,213.6322948,17.2329984
ZTF23aadsjsz,213.6450889,23.3791064
ZTF22aaafegw,213.7314966,30.8874372
ZTF20abyyzyd,213.7711901,40.2325274
ZTF18aawdpnm,213.8297317,16.8921652
ZTF19acctjbv,213.8377255,49.3255318
ZTF23aakawpn,213.8380263,-2.4448217
ZTF20aaljgcp,213.9936419,68.2976671
ZTF23aakprat,213.9962924,63.2477915
ZTF19aazxcvl,214.0225767,45.6601169
ZTF20aaqzzyt,214.0614702,35.9458801
ZTF18acvwbos,214.1147932,65.5251933
ZTF18aailmnv,214.2020654,58.4854169
ZTF18aaumeys,214.3128844,59.2763759
ZTF18aamxads,214.3718016,63.2862457
ZTF20acxtewc,214.384738,3.8290336
ZTF21aapkkgx,214.4550417,5.1119514
ZTF20aazhyrs,214.5575076,-5.9418814
ZTF18abcxyjp,214.5750234,28.9732827
ZTF22aabwfss,214.6027435,69.2124917
ZTF21aahfjlo,214.6490798,52.1010414
ZTF21aaoexgy,214.665974,19.7483102
ZTF18aasypqx,214.6900808,22.3655277
ZTF20aaqtebg,214.7259856,26.5944069
ZTF21aawdral,214.743119,-2.0689727
ZTF21aasbxng,214.7613728,-7.3906106
ZTF22aapaavr,214.7862111,25.3974017
ZTF20aavhqvo,214.8110321,-11.454859
ZTF21abfnfdw,214.814983,26.300476
ZTF20aamibse,214.8275226,0.0578498
ZTF18aataafd,214.8372478,36.172048
ATLAS21bnku,214.86219166666663,2.3711166666666665
ZTF22aaaxjln,214.8700553,-27.362982
ZTF19abggmim,214.8767398,18.5620672
ZTF23aakbjjr,214.9239272,9.5646696
ZTF23aaiwxqy,214.9587467,-9.3001317
ZTF21acqcjjq,215.026033,18.7104666
ZTF20acwqlpq,215.0384586,58.944833
ZTF19abcunya,215.1381954,25.3427481
ZTF21aawihwx,215.1955445,-19.786183
ZTF22aamfjun,215.1979253,19.2748695
ZTF20aawfnro,215.2421405,-22.7574008
ZTF21abifxhe,215.2599448,48.0405745
ZTF21abifrsi,215.2893219,2.423731
ZTF21aagsypp,215.3066996,20.7147996
ZTF20abkwvgc,215.3111767,25.649413
ZTF18aaoufjt,215.3217887,35.5088436
ZTF22aatxwjn,215.3267046,18.0475189
ZTF18aapsedq,215.3960108,49.5472079
ZTF21aayrbnn,215.3962163,75.349274
ZTF18aavrzxp,215.4494431,48.1665862
ZTF18aaiiigm,215.4790643,44.3656435
ZTF19aarfnto,215.5109476,30.0670167
ZTF23aaazett,215.5579774,17.3987305
ZTF21abmzpmc,215.5686966,23.5023916
ZTF21abkrteb,215.5834888,47.9342233
ZTF20abjlaim,215.6485434,18.5874824
ZTF18aagrcir,215.69220635,49.31228875
ZTF23aabkubg,215.8679574,24.8977926
ZTF21aatklhw,215.8687089,51.9177517
ZTF22aaafnvl,215.8695663,-23.5414836
ATLAS22cii,215.869575,-23.541508333333336
ZTF21aaxstsv,215.8781949,8.3450075
ZTF20aahpxzz,215.8834641,17.4495482
ZTF21abhuoyz,215.8999257,14.1197456
ZTF19aavmgtv,215.9301795,28.3477824
ZTF18absdbvf,215.9541724,34.102867
ZTF18acrdwcf,215.9658846,20.3315228
Gaia21ftg,215.9704583333333,1.589819444444445
ZTF20acwfanr,216.0373092,6.1911266
ZTF20aazhzna,216.0997666,26.6897212
ZTF19aatrbqs,216.1082625,-19.1984973
ZTF21abpivbd,216.1557934,58.5548628
ZTF21aamkxbl,216.181006,-1.57019
ZTF18aaxxewy,216.1891714,5.8398222
ZTF20aapadwx,216.1974297,26.2876194
ZTF22aaaokui,216.2063868,14.6435689
ZTF22aaldrem,216.2111236,-8.7529362
ZTF18aatgdph,216.2794547,50.531367
ZTF18aavsilo,216.3876856,15.9584754
ZTF19abddqhy,216.4357376,-3.2330193
ZTF21abjxbxn,216.5621471,-1.966538
ZTF21abdlrpr,216.5736402,73.3554446
ZTF22abyokle,216.6166258,25.6047969
ZTF22abvmgtl,216.6334664,56.5841915
ZTF18aaxeoqk,216.6520361,15.4018049
ZTF18aaxmixe,216.6672999,7.6182096
ZTF19aascpkb,216.7543838,1.6696111
ZTF21abhaqju,216.7693532,21.5033014
ZTF18abespgb,216.8032779,16.8627041
ZTF18aasxwhv,216.8219601,16.6656202
ZTF19abormno,216.8408422,16.5264843
ZTF19abqmucc,216.8445385,15.0490637
ZTF21abnspht,216.8527201,46.2001899
ZTF21aalcsng,216.8867503,15.5248878
ZTF18abdfazk,216.9801637,40.9743232
ZTF21abbzcxe,217.0661289,-1.9822016
ZTF21absbrbd,217.0720839,23.0469183
ZTF20aattotq,217.1333297,27.4083157
ZTF22aakmtrc,217.2110939,14.9966427
ZTF18aaodrgt,217.252198,17.325131
ZTF22aaajoxo,217.2733491,75.8747543
ZTF20aauxgjf,217.3028191,46.2390635
ZTF18abetewu,217.3090175,46.0509066
ZTF19aamwyzl,217.3571174,16.682031
ZTF21aamxduf,217.3880567,10.9415692
ZTF22aaaedov,217.4547693,16.8580501
ZTF19acymzwh,217.5006375,39.9458713
ZTF18abrwudp,217.526446,58.7868319
ZTF18abgqkpc,217.5410515,55.8863543
ZTF19aapvogv,217.5540534,-5.6998661
ZTF18aamvrvi,217.5836762,41.2656395
ZTF18aaqfkqh,217.6037612,11.9325659
ZTF19aakiyly,217.8369266,23.4223582
ZTF22aabwfvz,217.841345,71.6639687
ZTF21aalnyny,217.8415353,55.763403
ZTF19abfdszw,217.9489392,55.945875
ZTF18aayjomr,217.9728941,38.431186
ZTF23aaqhzwu,218.0424494,11.3448686
ZTF20acwfcfs,218.0518159,0.2238516
ZTF20abmoans,218.0573806,28.6011375
ZTF20aamknna,218.0878395,-3.6703031
ZTF21ablgmxs,218.089838,23.7488747
ZTF19aaujiwc,218.1284111,8.5407168
ZTF22aaaedpq,218.2432442,23.818481
ZTF19acyndpl,218.2943577,6.0636016
ZTF23aafvstn,218.3179836,34.9313953
ZTF19aavhwxs,218.4785828,0.6496845
ZTF21aaogifb,218.5400273,12.7221304
ZTF19aamuvak,218.6007484,9.9799012
ZTF22aajrwmu,218.676548,16.6558995
ZTF18acyymoy,218.6959483,-19.4253815
ZTF19aarkpif,218.7006114,74.7721319
ZTF22aadfcnz,218.7108322,53.836337
ZTF22aadeurv,218.8342618,33.845825
ZTF23aaojbdj,218.8371624,10.5546445
ZTF22aaoemmz,218.8420015,19.1694928
ZTF20abaknoz,218.8460726,-13.6541097
ZTF21aaabvkj,218.8538928,55.0759144
ZTF20abplamr,218.8785293,57.2166757
ZTF22aaolcan,218.9284185,62.5077709
ZTF20abfyriw,218.9439273,24.7262703
ZTF21aaabzap,218.9534347,5.8209899
ZTF22aaafeiu,219.0930734,34.963226
ZTF21aaxtrlt,219.0963674,-0.584211
ZTF22aacilhr,219.1469306,11.9392667
ZTF20abeoicg,219.260534,23.627579
ZTF21aapkuur,219.2662082,-8.0764341
ZTF21aarcldd,219.2744988,34.6330479
ZTF19abcfzdy,219.2813689,33.1257527
ZTF20aadcdzj,219.2843521,79.9489478
ZTF19aawafvn,219.3150195,30.1658405
ZTF18aaqnxjb,219.3273742,61.2836937
ZTF20abejvpr,219.3328612,55.214469
ZTF22aalwbqe,219.3587656,52.2399226
ZTF22aasmgbb,219.3656321,37.5858372
ZTF18aajnyyp,219.3741354,43.6741105
ZTF18aczemzj,219.3893923,8.0788832
ZTF19aafnfyc,219.3920318,22.7291106
ZTF19aawhlcn,219.4386175,52.7268033
ZTF18aaguhgb,219.4541161,45.5492846
ZTF20abcsjtx,219.4985967,9.3885835
ZTF21aapjmda,219.5079426,10.1839959
ZTF19aavlfvn,219.5434917,10.1347972
ZTF20acwyihb,219.5642782,21.748344
ZTF21absbrag,219.6057031,28.5855631
ZTF19aavhypb,219.6416592,50.0872258
ZTF23aajscgu,219.6613107,45.2189542
ZTF21aagtceu,219.6633577,52.584673
ZTF22aajlruz,219.6698549,43.7476349
ZTF18aaizerg,219.6982131,50.1027762
ZTF20aavrloz,219.7413068,51.0827005
ZTF23aaitimz,219.8447428,29.3260226
ZTF20abfhzhm,219.8699521,38.44736
ZTF18aailvrv,219.88869135,29.7113553
ZTF18aayyimm,219.9515315,35.12053705
ZTF19acfsjcu,219.9707707,12.3717314
ZTF20aasikkh,219.9750892,-7.688261
ZTF18aarindm,220.0076415,20.135757
ZTF23aaavsyk,220.0669199,10.3975555
ZTF19abcgdoz,220.0771925,26.3347215
ZTF19aawgfnn,220.1027962,9.5017103
ZTF22abyomty,220.1040624,58.0443311
ZTF19aapqqrb,220.1068275,53.8563138
ZTF20abcuigh,220.15310355,-0.4593867
ZTF21abdlyrc,220.2087046,42.253225
ZTF21aaxylga,220.2241838,24.9716878
ZTF22aadevoi,220.2398168,30.9036641
ZTF19aalemmz,220.2432647,23.1528139
ZTF18aaivnak,220.2741455,30.0355666
ZTF20aauwjmw,220.3015865,14.8910414
ZTF18aczeesl,220.3870968,48.2039533
ZTF23aaeqhrg,220.4140618,36.6510761
ZTF22aajijjf,220.4169551,3.0067475
ZTF19abcfvpv,220.4200706,18.5571357
ZTF20abcsbux,220.5415905,11.1558685
ZTF21abhzicj,220.5608137,61.9556976
ZTF22aaaoiaz,220.6211843,8.5348102
ZTF22aaslyzj,220.6347139,18.2396517
ZTF18acydlux,220.6409914,23.2021553
ZTF22aaedqkt,220.780815,-22.6697988
ZTF23aakrngt,220.7870107,22.8768863
ZTF18aaznlwl,220.793541,17.4713319
ZTF23aajbejz,220.8015427,-7.6669392
ZTF20aazsyvu,220.9445488,71.850241
ZTF20abkxion,220.95915505,29.02278735
ZTF21abcxswe,221.0276917,18.0109476
ZTF20aayqjpv,221.030138,18.0128786
ZTF23aaalcjc,221.0518233,15.3701963
ZTF20aabqjht,221.1358454,35.1053963
ZTF23aaenpcd,221.177377,6.9533931
ZTF18aatjfoe,221.2128489,43.3168037
ZTF22aaoskwd,221.2444698,32.5836772
ZTF18abjrznx,221.290554,9.2735073
ZTF23aaduhkq,221.321661,9.0791144
ZTF22aakemmo,221.3229676,32.6486308
ZTF18abbqjds,221.3524141,78.2847449
ZTF18abkhbra,221.3766461,17.258323
ZTF19abjslyw,221.3831613,43.2420095
ZTF19aaxpjwk,221.4478613,50.3967504
ZTF22aabzcoy,221.5076297,-14.7103455
ZTF22aalzeui,221.5273946,-24.7903289
ZTF23aaniabv,221.661491,19.2805412
ZTF23aamlodm,221.6821319,42.3071109
ZTF19aansyyn,221.713311,37.7900389
ZTF21aaogglh,221.7400067,28.1399234
ZTF21aaaosmn,221.7608148,56.3148616
ZTF21aalydkl,221.7623931,0.4758024
ZTF18aaqpeoq,221.7760593,63.2316577
ZTF19adajqwl,221.8696671,29.5367769
ZTF23aaeqhkx,221.8703632,18.3975671
ZTF23aaqajsw,221.9229941,35.8950181
ZTF22aaaeeva,221.9650067,1.8321068
ZTF21aaovhxe,221.9889366,-22.1887359
ZTF22aaafdrn,221.9974142,28.3226239
ZTF18abdrmin,222.0235498,63.2166982
ZTF23aafhfwx,222.0787184,19.8914041
ZTF20aalrksw,222.1204761,-5.3041564
ZTF19aaksrlb,222.1536798,6.8143485
ZTF18aaccuih,222.2231205,38.76754875
ZTF18abrzrnb,222.2357909,52.593445
ZTF21abbsbov,222.240317,18.326697
ZTF18aaqgadq,222.2861102,16.4576975
ZTF22aaemgsl,222.3280817,20.2876121
ZTF21abuykoj,222.3415921,9.6752743
ZTF18aaripcr,222.4094589,25.3701358
ZTF19aamhhey,222.449079,54.8130252
ZTF19aammzsf,222.4490906,54.8130153
ZTF23aaeaxgr,222.5774755,-12.5214879
ZTF21abatolf,222.5918297,2.1918
ZTF19abovtfk,222.6420351,34.5030716
ZTF18aakglgw,222.6996652,54.4078896
ZTF19aaleptm,222.71665,49.0295162
ZTF19abrdxbh,222.727517,27.5825114
ZTF23aaiwwgd,222.7371253,24.9198647
ZTF18aaykuzt,222.7471693,55.1941674
ZTF19aalckuo,222.7990865,-9.438835
ZTF22aakrimd,222.8358575,35.6465525
ZTF21abeeewf,222.865136,-11.9006394
ZTF19aaxepmf,222.9201131,-15.5671268
ZTF23aabrsdd,222.9271769,8.5694202
ZTF19aamhhgu,222.9712946,55.4075321
ZTF18abckujg,222.9734171,46.6458352
ZTF20aarvpbq,222.9801961,10.1237178
ZTF20aawnwxo,223.04150055,22.46048765
ZTF18aaqculk,223.08528975,30.9057968
ZTF18abhgrff,223.115974,67.4549091
ZTF19aapszzy,223.1253404,37.0621469
ZTF20aaruwbp,223.1403429,11.5213117
ZTF23aamaeks,223.1986349,32.3805131
ZTF18aaotzhu,223.2063011,18.0802278
ZTF22aaaoqer,223.2143405,-12.5013269
ZTF23aacggqz,223.2185449,30.4002383
ZTF21aamgcrv,223.2790266,3.5372862
ZTF22aadqkgp,223.2845187,13.9993038
ZTF20aaqshoz,223.3765728,17.2890883
ZTF18abklaoj,223.3845887,3.0704866
ZTF19aaqeisc,223.40126215,30.9227563
ZTF20aaodnmm,223.4851908,4.7721039
ZTF18abdfaqi,223.4930153,26.0019487
ZTF22aaohkqz,223.5277474,5.2781256
ZTF21aaekmoy,223.5335619,2.9794005
ZTF19aarnqzw,223.5651332,4.7929483
ZTF18aamzgzi,223.568427,42.5579544
ZTF22aalwbgz,223.6169792,11.1096692
ZTF22aaizxqg,223.6304006,4.3313814
ZTF21abbxdcm,223.6370971,9.2281113
ZTF22abyuxix,223.6536478,22.1793614
ZTF18abltaxf,223.6546135,69.648551
ZTF18aaxxfah,223.7016526,5.5074727
ZTF18aaiwzie,223.7335336,29.8344856
ZTF19aagflbn,223.73982695,3.0140717500000003
ZTF23aadcaqo,223.8641864,41.2563608
ZTF20aazstdx,223.8732569,32.8316609
ZTF20aauombk,223.976405,17.6064129
ZTF22aaafohf,224.0346391,-27.7604163
ZTF19aaeoqkk,224.0461046,33.4682023
ZTF23aacdlvr,224.0578296,35.3668451
ZTF20abefbiq,224.0878224,9.3360767
ZTF18adalgmc,224.128124,23.8338008
ZTF19aavhxby,224.137043,-2.1064578
ZTF19abjblwu,224.155502,3.1957151
ZTF20aauomaf,224.2463955,9.6752544
ZTF18acyarki,224.2886911,52.3477081
ZTF19aarinmw,224.3251475,11.3074142
ZTF21aagtcgb,224.3253884,43.4597745
ZTF22aasmhbv,224.3400553,53.2300651
ZTF19aaejslw,224.3659255,8.7857955
ZTF18aauxltf,224.3692253,5.8422929
ZTF20aanvpzo,224.3759944,8.3899277
ZTF20aauwrod,224.38199805,26.7829678
ZTF20aauwjla,224.3912281,20.4589336
ZTF20acwfftd,224.4341019,6.6309824
ZTF21aavqphe,224.4366973,6.6243618
